1276,2053,1411,2245
3024,2350,3268,2702
1423,1131,1773,1577
2133,1333,2720,1966
2843,1179,3025,1559
364,1846,316,1763
3027,2164,3056,2213
1813,1127,2144,1819
985,2382,940,2329
2926,2786,2985,3004
1545,2225,1649,2438
3238,948,3500,1299
1427,2963,1631,3390
1320,2713,1496,2965
131,996,241,1195
3405,1765,3668,2247
564,2942,1063,3490
793,1460,1043,1827
1766,2805,2145,3506
2668,615,3122,1070
3854,561,4094,1014
3040,2116,3241,2529
664,52,998,710
1307,2704,1355,2883
1714,2,1965,467
3469,139,3382,-47
3917,2763,4000,3055
3317,2979,3310,2960
1177,146,1494,939
309,1558,670,1975
1163,1463,844,1889
731,2124,707,2163
1247,2039,1196,2117
278,1850,191,2049
1828,968,1615,1457
554,721,476,949
3023,2023,2853,2373
2762,1684,2525,2233
2896,2234,2706,2895
3767,1051,3678,1279
1730,1342,1388,1894
2154,666,1882,1033
2286,199,1965,625
815,2247,589,2577
162,2013,67,2286
3694,1483,3445,1833
2157,2450,2081,2709
75,2832,-183,3168
1448,1971,1212,2471
3742,2014,3559,2242
3567,1720,3108,2697
3243,1011,3094,1235
2409,2951,2216,3256
2591,2774,2388,3014
3296,507,3228,726
1408,1277,1164,1686
1737,1505,1636,1678
2307,861,2113,1529
1552,1729,1349,2137
2106,474,2105,474
559,2045,268,1715
2275,2253,1901,1455
3331,1920,2974,1523
3092,1665,2866,1263
400,763,341,657
3374,1240,3206,963
704,2429,535,2174
146,621,184,690
3598,1039,3472,817
3460,117,3260,-349
620,461,314,89
3382,2629,3077,1838
2928,1990,2639,1651
3678,732,3738,796
3508,1330,3448,1174
2228,1040,2158,788
1025,1053,927,767
3474,445,3372,288
332,1614,174,1100
2358,2444,2137,2204
2884,1709,2650,1435
234,2462,128,2143
3048,152,3050,160
1488,2352,1094,1574
3999,682,3703,252
2065,984,1871,769
245,2871,54,2249
762,776,604,522
1870,2401,1620,1706
3588,1991,3540,1827
2879,310,2588,438
521,1909,910,1639
3163,1710,3740,1288
1319,1585,1312,1589
835,911,1527,388
1986,1432,2478,1175
1050,2984,1221,2869
1174,2318,1523,2060
3529,1836,3793,1575
3806,2566,3952,2467
3621,2937,3925,2704
2073,561,2246,466
2254,702,3015,469
1642,1421,2109,1120
3102,1824,3314,1717
2684,1506,3119,1242
1472,2735,1927,2495
2500,1468,2289,1670
1148,1325,1798,939
791,1203,939,1155
1056,2022,1385,1873
1776,421,1929,372
