1106,814,1350,1432
2970,80,3079,212
2205,1672,2501,2113
1731,969,1744,993
1690,2287,1934,2554
1491,1396,1645,1648
3808,1555,3844,1686
2397,2026,2532,2398
2755,2940,2925,3200
447,1079,418,987
1027,1587,1477,2089
3206,1549,3515,2141
1646,1376,1872,1833
572,2268,602,2312
2137,159,2592,738
3622,2722,3803,2933
2689,2648,2755,2802
381,328,415,368
3807,56,3902,383
3217,2858,3379,3271
864,1853,895,1892
3117,1902,3210,2098
3790,1227,4268,1930
3758,2270,3895,2681
2958,24,3318,407
3028,2832,3208,3278
3818,1477,4430,2238
2058,216,2063,227
2707,2707,2877,2884
1348,1687,1431,1910
1607,658,1440,1088
3323,2188,2998,2601
420,1567,277,1728
2227,959,2122,1200
2857,368,2901,266
281,2029,136,2360
2307,648,2176,835
3623,1537,3517,1811
3252,1152,2854,1839
3190,685,3070,1006
2363,2164,1982,2694
2947,1214,2771,1853
1469,2204,1284,2763
2936,1001,2674,1272
432,2618,339,2847
2377,1,2103,439
745,330,443,766
453,1948,398,2048
559,1382,439,1567
1758,695,1685,888
3362,114,3147,491
2928,2858,2756,3138
3119,2681,2847,3338
2972,89,2658,753
1852,2570,1584,2992
3147,2753,2941,3100
3757,2681,3708,2826
1835,1427,1732,1772
1820,2553,1407,2974
2213,1719,1989,1965
576,2673,573,2665
2412,187,2390,150
2102,1692,1959,1442
3321,1587,3001,1143
1885,718,1873,691
2361,1615,2177,1362
3552,2857,3459,2542
1255,113,828,-420
3600,1977,3488,1754
2893,2004,2749,1843
3800,2473,3703,2328
2709,1456,2619,1160
2386,1349,2079,741
645,25,489,-328
2410,2334,2272,2073
2514,1921,2451,1818
1540,1127,1485,1021
724,367,591,-113
1631,185,1293,-584
1540,199,1344,-184
312,1881,285,1807
3200,1891,2854,1400
152,1711,68,1606
559,179,165,-310
48,855,-208,559
2089,1662,1767,1155
2051,123,1744,-644
951,276,811,-149
3001,941,2912,795
1850,88,1748,-33
2031,729,2385,595
3141,10,3805,-432
1105,778,1189,751
3753,816,4009,661
2185,28,2404,-168
3211,1108,3782,829
2458,2446,2670,2276
1059,1812,1137,1759
2966,2247,3483,2062
3920,1554,4425,1235
1136,2293,1464,2160
3837,692,4378,483
690,1933,683,1936
2752,1864,2947,1682
1896,916,1664,1077
1250,403,1831,-53
732,2059,1259,1817
2793,687,3048,575
