2975,360,3317,702
3953,600,4154,801
362,1457,498,1457
3897,1619,3897,1751
3221,2165,3221,2401
952,919,1143,919
1608,467,1896,467
3915,738,4171,738
2569,251,3151,833
1813,1108,1813,1577
676,508,1134,966
3428,377,3669,377
784,2106,784,2500
3685,1796,3941,1796
203,956,330,1083
272,2758,690,2758
3011,344,3227,560
662,1421,872,1421
1146,2093,1228,2093
1514,766,1514,789
3677,2603,4117,2603
3407,1456,3434,1483
1028,2600,1028,3159
610,909,610,1344
203,2750,495,2750
3058,2945,3058,3086
768,2430,934,2596
3164,2783,3215,2783
82,1480,661,2059
3534,1750,3534,1841
2671,1442,3015,1786
2236,2266,2436,2266
3577,1621,3716,1760
2669,1399,2669,1985
720,1363,1375,1363
2703,691,3331,691
2668,455,2737,455
1689,2238,2595,3144
2964,2808,3181,2808
1419,822,1737,1140
1905,2660,1926,2660
717,186,717,519
2704,1018,3238,1552
596,2484,1110,2484
1688,2665,2450,3427
396,1715,908,1715
182,1228,555,1601
866,432,1434,432
3876,64,3876,241
2368,2545,2368,2690
3479,1245,3983,1245
1434,1940,1686,2192
3039,1900,3553,1900
1487,1136,1737,1386
1615,19,1970,19
2108,440,2408,740
3259,1592,3259,2123
1674,1078,2033,1437
1184,460,1519,795
151,592,557,998
677,836,677,1196
1537,1215,1537,1677
1345,676,1345,816
3396,1283,3396,2011
2039,839,2286,1086
1670,1554,1822,1706
58,2612,399,2953
810,2326,810,2536
280,232,407,232
1226,1968,1421,2163
223,1706,290,1706
706,1186,1114,1594
612,2548,867,2548
3875,1188,3875,1578
2413,403,2672,662
261,1539,640,1918
3837,2981,4238,3382
493,2100,493,2723
3503,162,3721,162
118,1341,118,1575
545,1310,678,1310
2473,619,2473,653
3112,675,3112,1449
3795,1171,3795,1301
451,870,451,1177
976,2279,976,2479
1293,1702,1293,2080
2538,169,2848,479
357,2881,737,3261
3334,2403,3483,2552
2003,1212,2662,1212
1814,2052,2080,2052
3341,1484,3371,1514
607,556,1337,556
3439,2177,3668,2406
1555,867,1826,867
